SITE|STONE|BIB_REF|PAGES|ILLUSTRATI|PHOTO|MAP|DRAWING|VALUE
CLMAC|87|Macalister/1949|51, Plate XIV||no|no|yes|cdisc
CLMAC|87|Petrie/1872|50, Plate XL||no|no|yes|cdisc
CLMAC|88|Lionard/1961|124, Fig. 19.10||no|no|yes|illus
CLMAC|88|Macalister/1909|24, Plate XIX||no|no|yes|cdisc
CLMAC|88|Macalister/1949|51, Plate XXV||no|no|yes|cdisc
CLMAC|88|Petrie/1872|24, Plate XII||no|no|yes|cdisc
CLMAC|89|Lionard/1961|120, Fig. 15.8||no|no|yes|illus
CLMAC|89|Macalister/1909|24--25, Plate XIX||no|no|yes|cdisc
CLMAC|89|Macalister/1949|52, Plate XXIV||no|no|yes|cdisc
CLMAC|89|Petrie/1872|21, Plate IX||no|no|yes|cdisc
CLMAC|90|Lionard/1961|119, Fig. 14.4||no|no|yes|illus
CLMAC|90|Macalister/1909|25, Plate XX||no|no|yes|cdisc
CLMAC|90|Macalister/1949|52, Plate XXIV||no|no|yes|cdisc
CLMAC|91|Macalister/1909|25, Plate XX||no|no|yes|cdisc
CLMAC|91|Macalister/1949|52, Plate XXVI||no|no|yes|cdisc
CLMAC|91|Petrie/1872|20, Plate VII||no|no|yes|cdisc
CLMAC|92|Lionard/1961|132, 134, Figs. 23.12, 25.11||no|no|yes|illus
CLMAC|92|Macalister/1909|25--26, 38, Plates XX,  XXX||no|no|yes|cdisc
CLMAC|92|Macalister/1949|52, 58, Plates XXVI,  XXXII||no|no|yes|cdisc
CLMAC|92|Petrie/1872|24, 38, Plates XIV, XXX||no|no|yes|cdisc
CLMAC|93|Lionard/1961|102, 132, Fig. 1.20, 23.7||no|no|yes|illus
CLMAC|93|Macalister/1909|26, Plate XX||no|no|yes|cdisc
CLMAC|93|Macalister/1949|52, Plate XX||no|no|yes|cdisc
CLMAC|93|Petrie/1872|54, Plate XLV||no|no|yes|cdisc
CLMAC|94|Macalister/1909|26, Plate XX||no|no|yes|cdisc
CLMAC|94|Macalister/1949|52, Plate XIII||no|no|yes|cdisc
CLMAC|95|Lionard/1961|102, Fig. 23.15||no|no|yes|illus
CLMAC|95|Macalister/1909|27, Plate XX||no|no|yes|cdisc
CLMAC|95|Macalister/1949|53, Plate XXI||no|no|yes|cdisc
CLMAC|95|Petrie/1872|75--76, Plate LXXIV||no|no|yes|cdisc
CLMAC|96|Macalister/1909|27, Plate XXI||no|no|yes|cdisc
CLMAC|96|Macalister/1949|53, Plate XXVI||no|no|yes|cdisc
CLMAC|96|Petrie/1872|26, Plate XV||no|no|yes|cdisc
CLMAC|97|Lionard/1961|132, Fig. 23.9||no|no|yes|illus
CLMAC|97|Macalister/1909|27, Plate XXI||no|no|yes|cdisc
CLMAC|97|Macalister/1949|53, Plate XXVI||no|no|yes|cdisc
CLMAC|97|Petrie/1872|15--16, Plate I||no|no|yes|cdisc
CLMAC|98|Macalister/1899|119||no|no|no|list
CLMAC|98|Macalister/1909|27, Plate XXI||no|no|yes|cdisc
CLMAC|98|Macalister/1949|53, Plate XXIII||no|no|yes|cdisc
CLMAC|99|Lionard/1961|132, Fig. 23.5||no|no|yes|illus
CLMAC|99|Macalister/1909|27, Plate XXI||no|no|yes|cdisc
CLMAC|99|Macalister/1949|53, Plate XVII||no|no|yes|cdisc
CLMAC|100|Lionard/1961|132, Fig. 23.6||no|no|yes|illus
CLMAC|100|Macalister/1909|27--28, Plate XXI||no|no|yes|cdisc
CLMAC|100|Macalister/1949|53, Plate XXVII||no|no|yes|cdisc
CLMAC|100|Petrie/1872|50, Plate XL||no|no|yes|illus
CLMAC|101|Macalister/1909|28, Plate XXI||no|no|yes|cdisc
CLMAC|101|Macalister/1949|53, Plate XXIII||no|no|yes|cdisc
CLMAC|101|Petrie/1872|63, Plate LVII||no|no|yes|cdisc
CLMAC|102|Macalister/1909|28, Plate XXI||no|no|yes|cdisc
CLMAC|102|Macalister/1949|53, Plate XXVI||no|no|yes|cdisc
CLMAC|103|Macalister/1909|28, Plate XXI||no|no|yes|cdisc
CLMAC|103|Macalister/1949|53, Plate XXVIII||no|no|yes|cdisc
CLMAC|104|Lionard/1961|133, Fig. 24.12||no|no|yes|illus
CLMAC|104|Macalister/1909|28, Plate XXI||no|no|yes|cdisc
CLMAC|104|Macalister/1949|3, Plate XXVIII||no|no|yes|cdisc
CLMAC|104|Petrie/1872|62, Plate LV||no|no|yes|cdisc
CLMAC|105|Lionard/1961|102, Fig. 1.9||no|no|yes|illus
CLMAC|105|Macalister/1909|28, Plate XXII||no|no|yes|cdisc
CLMAC|105|Macalister/1949|54, Plate XVI||no|no|yes|cdisc
CLMAC|105|Petrie/1872|41, Plate XXXII||no|no|yes|cdisc
CLMAC|106|Lionard/1961|133, Fig. 24.14||no|no|yes|illus
CLMAC|106|Macalister/1909|28--29, Plate XXII||no|no|yes|cdisc
CLMAC|106|Macalister/1949|54, Plate XXVIII||no|no|yes|cdisc
CLMAC|106|Petrie/1872|63, Plate LVI||no|no|yes|cdisc
CLMAC|107|Lionard/1961|134, Fig. 25.12||no|no|yes|illus
CLMAC|107|Macalister/1909|29, Plate XXII||no|no|yes|cdisc
CLMAC|107|Macalister/1949|54, Plate XXVI||no|no|yes|cdisc
CLMAC|108|Lionard/1961|133, Fig. 24.16||no|no|yes|illus
CLMAC|108|Macalister/1909|29, Plate XXIII||no|no|yes|cdisc
CLMAC|108|Macalister/1949|54, Plate XXIX||no|no|yes|cdisc
CLMAC|108|Petrie/1872|61, Plate LIII||no|no|yes|cdisc
CLMAC|109|Lionard/1961|134, Fig. 25.14||no|no|yes|illus
CLMAC|109|Macalister/1899|116||no|no|no|list
CLMAC|109|Macalister/1909|29--30, Plate XXIII||no|no|yes|cdisc
CLMAC|109|Macalister/1949|54, Plate XXV||no|no|yes|cdisc
CLMAC|109|Petrie/1872|62, Plate LV||no|no|yes|cdisc
CLMAC|110|Lionard/1961|134, Fig. 25.6||no|no|yes|illus
CLMAC|110|Macalister/1909|30, Plate XXIII||no|no|yes|cdisc
CLMAC|110|Macalister/1949|54, Plate XXIX||no|no|yes|cdisc
CLMAC|110|Petrie/1872|55, Plate XLVI||no|no|yes|cdisc
CLMAC|111|Macalister/1909|30, Plate XXIII||no|no|yes|cdisc
CLMAC|111|Macalister/1949|54, Plate XXX||no|no|yes|cdisc
CLMAC|112|Lionard/1961|134, Fig. 25.2||no|no|yes|illus
CLMAC|112|Macalister/1909|30, Plate XXIV||no|no|yes|cdisc
CLMAC|112|Macalister/1949|54, Plate XXVIII||no|no|yes|cdisc
CLMAC|112|Petrie/1872|61, Plate LIV||no|no|yes|cdisc
CLMAC|113|Lionard/1961|134, Fig. 25.7||no|no|yes|illus
CLMAC|113|Macalister/1909|30, Plate XXIV||no|no|yes|cdisc
CLMAC|113|Macalister/1949|54, Plate XXV||no|no|yes|cdisc
CLMAC|113|Petrie/1872|61, Plate LIV||no|no|yes|cdisc
CLMAC|114|Lionard/1961|135, Fig. 26.5||no|no|yes|illus
CLMAC|114|Macalister/1909|30, Plate XXIV||no|no|yes|cdisc
CLMAC|114|Macalister/1949|54, Plate XXIX||no|no|yes|cdisc
CLMAC|114|Petrie/1872|65--66, Plate LXI||no|no|yes|cdisc
CLMAC|115|Lionard/1961|134, Fig. 25.8||no|no|yes|illus
CLMAC|115|Macalister/1909|30--31, Plate XXIV||no|no|yes|cdisc
CLMAC|115|Macalister/1949|55, PLate XXIX||no|no|yes|cdisc
CLMAC|115|Petrie/1872|66--67, Plate LXII||no|no|yes|cdisc
CLMAC|116|Lionard/1961|134, Fig. 25.9||no|no|yes|illus
CLMAC|116|Macalister/1909|31, Plate XXV||no|no|yes|cdisc
CLMAC|116|Macalister/1949|55, Plate XXVI||no|no|yes|cdisc
CLMAC|116|Petrie/1872|68, Plate LXI||no|no|yes|cdisc
CLMAC|117|Lionard/1961|133, Fig. 24.6||no|no|yes|illus
CLMAC|117|Macalister/1909|31, Plate XXV||no|no|yes|cdisc
CLMAC|117|Macalister/1949|55, Plate XXV||no|no|yes|cdisc
CLMAC|117|Petrie/1872|50, Plate XXXIX||no|no|yes|cdisc
CLMAC|118|Lionard/1961|133, Fig. 24.1||no|no|yes|illus
CLMAC|118|Macalister/1909|31--32, Plate XXV||no|no|yes|cdisc
CLMAC|118|Macalister/1949|55, Plate XXX||no|no|yes|cdisc
CLMAC|118|Petrie/1872|64, Plate LIX||no|no|yes|cdisc
CLMAC|119|Lionard/1961|116, Fig. 12.8||no|no|yes|illus
CLMAC|119|Macalister/1909|32, Plate XXVI||no|no|yes|cdisc
CLMAC|119|Macalister/1949|55, Plate XXVIII||no|no|yes|cdisc
CLMAC|119|Petrie/1872|71, Plate LXVIII||no|no|yes|cdisc
CLMAC|120|Lionard/1961|134, Fig. 25.3||no|no|yes|illus
CLMAC|120|Macalister/1909|32, Plate XXVI||no|no|yes|cdisc
CLMAC|120|Macalister/1949|55, Plate XXIII||no|no|yes|cdisc
CLMAC|120|Petrie/1872|60, Plate LIII||no|no|yes|cdisc
CLMAC|121|Lionard/1961|134, Fig. 25.10||no|no|yes|illus
CLMAC|121|Macalister/1909|32--33, Plate XXVI||no|no|yes|cdisc
CLMAC|121|Macalister/1949|55, Plate XXXI||no|no|yes|cdisc
CLMAC|121|Petrie/1872|59, Plate LI||no|no|yes|cdisc
CLMAC|122|Lionard/1961|128, Fig. 21.9||no|no|yes|illus
CLMAC|122|Macalister/1909|33, Plate XXVI||no|no|yes|cdisc
CLMAC|122|Macalister/1949|55, Plate XXX||no|no|yes|cdisc
CLMAC|123|Macalister/1909|33, Plate XXVI||no|no|yes|cdisc
CLMAC|123|Macalister/1949|55, Plate XVII||no|no|yes|cdisc
CLMAC|123|Petrie/1872|38, Plate XXX||no|no|yes|cdisc
CLMAC|124|Lionard/1961|135, Fig. 26.6||no|no|yes|illus
CLMAC|124|Macalister/1909|33, Plate XXVII||no|no|yes|cdisc
CLMAC|124|Macalister/1949|56, Plate XXXI||no|no|yes|cdisc
CLMAC|124|Petrie/1872|44--45, Plate XXXV||no|no|yes|cdisc
CLMAC|125|Macalister/1909|33--34, Plate XXVII||no|no|yes|cdisc
CLMAC|125|Macalister/1949|56, Plate XXIX||no|no|yes|cdisc
CLMAC|125|Petrie/1872|75, Plate LXXIV||no|no|yes|cdisc
CLMAC|126|Lionard/1961|134, Fig. 25.18||no|no|yes|illus
CLMAC|126|Macalister/1909|34, Plarte XXVII||no|no|yes|cdisc
CLMAC|126|Macalister/1949|56, Plate XX||no|no|yes|cdisc
CLMAC|127|Lionard/1961|132, Fig. 23.10||no|no|yes|illus
CLMAC|127|Macalister/1909|34, PLate XXVII||no|no|yes|cdisc
CLMAC|127|Macalister/1949|56, Plate XXIX||no|no|yes|cdisc
CLMAC|127|Petrie/1872|58, Plate L||no|no|yes|cdisc
CLMAC|128|Macalister/1909|34, Plate XXVII||no|no|yes|cdisc
CLMAC|128|Macalister/1949|56, Plate XX||no|no|yes|cdisc
CLMAC|129|Macalister/1909|34--35, Plate XXVII||no|no|yes|cdisc
CLMAC|129|Macalister/1949|56, Plate XXVIII||no|no|yes|cdisc
CLMAC|129|Petrie/1872|58, Plate XLIX||no|no|yes|cdisc
CLMAC|130|Macalister/1909|35, Plate XXVII||no|no|yes|cdisc
CLMAC|130|Macalister/1949|56, Plate XX||no|no|yes|cdisc
CLMAC|130|Petrie/1872|46, Plate XXXVI||no|no|yes|cdisc
CLMAC|131|Macalister/1909|35, Plate XXVII||no|no|yes|cdisc
CLMAC|131|Macalister/1949|56, Plate XVII||no|no|yes|cdisc
CLMAC|132|Lionard/1961|133, Fig. 24.17||no|no|yes|illus
CLMAC|132|Macalister/1909|35, Plate XVII||no|no|yes|cdisc
CLMAC|132|Macalister/1949|57, Plate XXXII||no|no|yes|cdisc
CLMAC|132|Petrie/1872|67--68, Plate LXIII||no|no|yes|cdisc
CLMAC|133|Lionard/1961|133, Fig. 24.15||no|no|yes|illus
CLMAC|133|Macalister/1909|35, Plate XXVIII||no|no|yes|cdisc
CLMAC|133|Macalister/1949|57, Plate XXXIII||no|no|yes|cdisc
CLMAC|133|Petrie/1872|53, Plate XLIV||no|no|yes|cdisc
CLMAC|134|Macalister/1909|36, Plate XXVIII||no|no|yes|cdisc
CLMAC|134|Macalister/1949|57, Plate XVI||no|no|yes|cdisc
CLMAC|135|Macalister/1909|36, Plate XXVIII||no|no|yes|cdisc
CLMAC|135|Macalister/1949|57, Plate XXXI||no|no|yes|cdisc
CLMAC|136|Lionard/1961|132, Fig. 23.16||no|no|yes|illus
CLMAC|136|Macalister/1909|36, Plate XXVIII||no|no|yes|cdisc
CLMAC|136|Macalister/1949|57, Plate XXXIII||no|no|yes|cdisc
CLMAC|137|Macalister/1909|36, Plate XXVIII||no|no|yes|cdisc
CLMAC|137|Macalister/1949|57, Plate XXXII||no|no|yes|cdisc
CLMAC|137|Petrie/1872|74, Plate LXXII||no|no|yes|cdisc
CLMAC|138|Lionard/1961|133, Fig. 24.9||no|no|yes|illus
CLMAC|138|Macalister/1909|36, Plate XXVIII||no|no|yes|cdisc
CLMAC|138|Macalister/1949|57, Plate XXXIII||no|no|yes|cdisc
CLMAC|138|Petrie/1872|74, Plate LXXII||no|no|yes|cdisc
CLMAC|139|Macalister/1909|36--37, Plate XXVIII||no|no|yes|cdisc
CLMAC|139|Macalister/1949|57, Plate XIX||no|no|yes|cdisc
CLMAC|139|Petrie/1872|49, Plate XXXIX||no|no|yes|cdisc
CLMAC|140|Macalister/1909|37, Plate XXVIII||no|no|yes|cdisc
CLMAC|140|Macalister/1949|57, Plate XXXI||no|no|yes|cdisc
CLMAC|140|Petrie/1872|63--64, Plate LVIII||no|no|yes|cdisc
CLMAC|141|Lionard/1961|134, Fig. 25.17||no|no|yes|illus
CLMAC|141|Macalister/1909|37, Plate XXIX||no|no|yes|cdisc
CLMAC|141|Macalister/1949|57-58, Plate XXXI||no|no|yes|cdisc
CLMAC|141|Petrie/1872|67, Plate LXII||no|no|yes|cdisc
CLMAC|142|Lionard/1961|134, Fig. 25.15||no|no|yes|cdisc
CLMAC|142|Macalister/1909|37--38, Plate XXIX||no|no|yes|cdisc
CLMAC|142|Macalister/1949|58, Plate XXXIII||no|no|yes|cdisc
CLMAC|142|Petrie/1872|70, Plate LXVI||no|no|yes|cdisc
CLMAC|143|Macalister/1909|37--38, Plate XXIX||no|no|yes|cdisc
CLMAC|143|Macalister/1949|58, Plate XXXIII||no|no|yes|cdisc
CLMAC|143|Petrie/1872|51, Plate XLI||no|no|yes|cdisc
CLMAC|144|Lionard/1961|134, Fig. 25.4||no|no|yes|illus
CLMAC|144|Macalister/1909|38, Plate XXIX||no|no|yes|cdisc
CLMAC|144|Macalister/1949|58, Plate XXXI||no|no|yes|cdisc
CLMAC|144|Petrie/1872|66, Plate LXI||no|no|yes|cdisc
CLMAC|145|Macalister/1909|38, Plate XXX||no|no|yes|cdisc
CLMAC|145|Macalister/1949|58, Plate XXXIII||no|no|yes|cdisc
CLMAC|145|Petrie/1872|24, Plate XIII||no|no|yes|cdisc
CLMAC|146|Lionard/1961|133, Fig. 24.10||no|no|yes|illus
CLMAC|146|Macalister/1909|38--39, Plate XXX||no|no|yes|cdisc
CLMAC|146|Macalister/1949|59, Plate XXXII||no|no|yes|cdisc
CLMAC|146|Petrie/1872|74, Plate LXXII||no|no|yes|cdisc
CLMAC|147|Macalister/1909|39, Plate XXX||no|no|yes|cdisc
CLMAC|147|Macalister/1949|59, Plate XXXI||no|no|yes|cdisc
CLMAC|147|Petrie/1872|62, Plate LV||no|no|yes|cdisc
CLMAC|148|Macalister/1909|39, Plate XXX||no|no|yes|cdisc
CLMAC|148|Macalister/1949|59, Plate XXVIII||no|no|yes|cdisc
CLMAC|148|Petrie/1872|22, Plate X||no|no|yes|cdisc
CLMAC|149|Lionard/1961|107, fig. 7.1||no|no|yes|illus
CLMAC|149|Macalister/1909|40, Plate XXXI||no|no|yes|cdisc
CLMAC|149|Macalister/1949|59, Plate XXXIV||no|no|yes|cdisc
CLMAC|149|Petrie/1872|72, Plate LXIX||no|no|yes|cdisc
CLMAC|150|Macalister/1909|40, Plate XXXI||no|no|yes|cdisc
CLMAC|150|Macalister/1949|59, Plate XXXIV||no|no|yes|cdisc
CLMAC|151|Macalister/1909|40, Plate XXXII||yes|no|no|cdisc
CLMAC|151|Macalister/1949|59, Plate XXVII||no|no|yes|cdisc
CLMAC|152|Lionard/1961|98, Plate XXVI||yes|no|no|other
CLMAC|152|Macalister/1909|42||no|no|no|cdisc
CLMAC|152|Macalister/1949|59||no|no|no|cdisc
CLMAC|152|Manning/Moore/1991|11||yes|no|no|illus
CLMAC|152|Petrie/1872|16, Plate II||no|no|yes|cdisc
CLMAC|153|Macalister/1909|42||no|no|no|list
CLMAC|153|Macalister/1949|60||no|no|no|list
CLMAC|153|Petrie/1872|16--17, Plate II||no|no|yes|cdisc
CLMAC|154|Macalister/1899|116||no|no|no|list
CLMAC|154|Macalister/1909|42||no|no|no|list
CLMAC|154|Macalister/1949|60||no|no|no|list
CLMAC|154|Petrie/1872|17, Plate II||no|no|yes|cdisc
CLMAC|155|Macalister/1899|116||no|no|no|list
CLMAC|155|Macalister/1909|42||no|no|no|list
CLMAC|155|Macalister/1949|60||no|no|no|list
CLMAC|155|Petrie/1872|17, Plate III||no|no|yes|cdisc
CLMAC|156|Macalister/1909|42||no|no|no|list
CLMAC|156|Petrie/1872|19, Plate V, Fig. 13||no|no|yes|cdisc
CLMAC|157|Macalister/1909|42||no|no|no|list
CLMAC|157|Macalister/1949|60||no|no|no|list
CLMAC|157|Petrie/1872|19, Plate V, Fig.14||no|no|yes|cdisc
CLMAC|158|Macalister/1909|43||no|no|no|list
CLMAC|158|Macalister/1949|60||no|no|no|list
CLMAC|158|Petrie/1872|19, Plate V, Fig. 15||no|no|yes|cdisc
CLMAC|159|Macalister/1909|60||no|no|no|list
CLMAC|159|Petrie/1872|19--20, Plate VI, Fig, 16||no|no|yes|cdisc
CLMAC|160|Macalister/1909|60||no|no|no|list
CLMAC|160|Macalister/1949|60||no|no|no|list
CLMAC|160|Petrie/1872|20, Plate VI, Fig. 17||no|no|yes|cdisc
CLMAC|161|Macalister/1909|43||no|no|no|list
CLMAC|161|Macalister/1949|60||no|no|no|list
CLMAC|161|Petrie/1872|20, Plate VII, Fig. 18||no|no|yes|cdisc
CLMAC|162|Macalister/1909|43||no|no|no|list
CLMAC|162|Macalister/1949|60||no|no|no|list
CLMAC|162|Petrie/1872|23, Plate XI, Fig. 28||no|no|yes|cdisc
CLMAC|163|Macalister/1909|43||no|no|no|list
CLMAC|163|Macalister/1949|60||no|no|no|list
CLMAC|163|Petrie/1872|24, Plate XIV, Fig. 33||no|inc|yes|minor
CLMAC|164|Macalister/1909|43||no|no|no|list
CLMAC|164|Macalister/1949|60||no|no|no|list
CLMAC|164|Petrie/1872|25, Plate XIV, Fig. 34||no|no|yes|minor
CLMAC|165|Macalister/1909|43||no|no|no|list
CLMAC|165|Macalister/1949|60||no|no|no|list
CLMAC|165|Petrie/1872|25, Plate XV, Fig. 37||no|no|yes|minor
CLMAC|166|Macalister/1909|43||no|no|no|list
CLMAC|166|Macalister/1949|60||no|no|no|list
CLMAC|166|Petrie/1872|26, Plate XV, Fig. 38||no|no|yes|minor
CLMAC|167|Macalister/1909|43||no|no|no|list
CLMAC|167|Macalister/1949|61||no|no|no|list
CLMAC|191|Petrie/1872|62, Plate LV||no|no|yes|cdisc
CLMAC|167|Petrie/1872|27, Plate XVII, Fig. 44||no|no|yes|minor
CLMAC|168|Macalister/1909|44||no|no|no|list
CLMAC|168|Macalister/1949|61||no|no|no|list
CLMAC|168|Petrie/1872|28, Plate XVIII, Fig. 46||no|no|yes|cdisc
CLMAC|169|Macalister/1909|44||no|no|no|list
CLMAC|169|Macalister/1949|61||no|no|no|list
CLMAC|169|Petrie/1872|30, Plate XX, Fig. 50||no|inc|yes|minor
CLMAC|170|Macalister/1909|44||no|no|no|list
CLMAC|170|Macalister/1949|61||no|no|no|list
CLMAC|170|Petrie/1872|33, Plate XXIII, Fig. 58||no|no|yes|minor
CLMAC|171|Macalister/1909|44||no|no|no|list
CLMAC|171|Macalister/1949|61||no|no|no|list
CLMAC|171|Petrie/1872|33, Plate XXIV, Fig. 60||no|no|yes|minor
CLMAC|172|Macalister/1909|44||no|no|no|list
CLMAC|172|Macalister/1949|61||no|no|no|list
CLMAC|172|Petrie/1872|35, Plate XXVI, Fig. 64||no|no|yes|minor
CLMAC|173|Macalister/1909|44||no|no|no|list
CLMAC|173|Macalister/1949|61||no|no|no|list
CLMAC|173|Petrie/1872|35, Plate XXVI, Fig. 65||no|no|yes|minor
CLMAC|174|Macalister/1909|44||no|no|no|list
CLMAC|174|Macalister/1949|61||no|no|no|list
CLMAC|174|Petrie/1872|36, Plate XXVIII, Fig. 70||no|no|yes|minor
CLMAC|175|Macalister/1909|44||no|no|no|list
CLMAC|175|Macalister/1949|61||no|no|no|list
CLMAC|175|Petrie/1872|36, Plate XXVIII, Fig. 71||no|no|yes|minor
CLMAC|176|Macalister/1899|116||no|no|no|list
CLMAC|176|Macalister/1909|44||no|no|no|list
CLMAC|176|Macalister/1949|61||no|no|no|list
CLMAC|176|Petrie/1872|36, Plate XXVIII||no|no|yes|cdisc
CLMAC|177|Macalister/1899|116||no|no|no|list
CLMAC|177|Macalister/1909|44||no|no|no|list
CLMAC|177|Macalister/1949|61||no|no|no|list
CLMAC|177|Petrie/1872|37, Plate XXVIII||no|no|yes|cdisc
CLMAC|178|Macalister/1899|116||no|no|no|list
CLMAC|178|Macalister/1909|44||no|no|no|list
CLMAC|178|Macalister/1949|61||no|no|no|list
CLMAC|178|Petrie/1872|37, Plate XXIX||no|no|yes|cdisc
CLMAC|179|Macalister/1899|116||no|no|no|list
CLMAC|179|Macalister/1909|45||no|no|no|list
CLMAC|179|Macalister/1949|61||no|no|no|list
CLMAC|179|Petrie/1872|39, Plate XXXI||no|no|yes|cdisc
CLMAC|180|Macalister/1899|116||no|no|no|list
CLMAC|180|Macalister/1909|45, Fig. 15||no|no|yes|cdisc
CLMAC|180|Macalister/1949|61||no|no|no|cdisc
CLMAC|180|Petrie/1872|39--41, Plate XXXI||no|no|yes|sdisc
CLMAC|181|Macalister/1899|116||no|no|no|list
CLMAC|181|Macalister/1909|45||no|no|no|list
CLMAC|181|Macalister/1949|62||no|no|no|cdisc
CLMAC|181|Petrie/1872|42, Plate XXXII||no|no|yes|cdisc
CLMAC|182|Macalister/1909|45||no|no|no|cdisc
CLMAC|182|Macalister/1949|62||no|no|no|list
CLMAC|182|Petrie/1872|47, Plate XXXVII||no|no|yes|cdisc
CLMAC|183|Lionard/1961|133, Fig. 24.11||no|no|yes|illus
CLMAC|183|Macalister/1909|45||no|no|no|list
CLMAC|183|Macalister/1949|62||no|no|no|cdisc
CLMAC|183|Petrie/1872|48--49, Plate XXXVIII||no|no|yes|sdisc
CLMAC|184|Macalister/1909|46||no|no|no|cdisc
CLMAC|184|Macalister/1949|62||no|no|no|cdisc
CLMAC|184|Petrie/1872|53--54, Plate XLV, Fig. 114||no|no|yes|cdisc
CLMAC|185|Macalister/1899|116||no|no|no|list
CLMAC|185|Macalister/1909|46||no|no|no|list
CLMAC|185|Macalister/1949|62||no|no|no|list
CLMAC|185|Petrie/1872|54--55, Plate XLVI||no|no|yes|cdisc
CLMAC|186|Macalister/1899|116||no|no|no|list
CLMAC|186|Macalister/1909|46||no|no|no|list
CLMAC|186|Macalister/1949|63||no|no|no|list
CLMAC|186|Petrie/1872|55||no|no|yes|cdisc
CLMAC|187|Macalister/1899|116||no|no|no|list
CLMAC|187|Macalister/1909|46||no|no|no|list
CLMAC|187|Macalister/1949|63||no|no|no|list
CLMAC|187|Petrie/1872|55, Plate XLVII||no|no|yes|cdisc
CLMAC|188|Macalister/1899|116||no|no|no|list
CLMAC|188|Macalister/1909|46||no|no|no|list
CLMAC|188|Macalister/1949|63||no|no|no|list
CLMAC|188|Petrie/1872|56, Plate XLVII||no|no|yes|cdisc
CLMAC|189|Macalister/1899|116||no|no|no|list
CLMAC|189|Macalister/1909|46||no|no|no|list
CLMAC|189|Macalister/1949|63||no|no|no|list
CLMAC|189|Petrie/1872|56--57, Plate XLVIII||no|no|yes|cdisc
CLMAC|190|Macalister/1909|46--47||no|no|no|cdisc
CLMAC|190|Macalister/1949|63, Plate XIX||no|no|yes|cdisc
CLMAC|190|Petrie/1872|59, Plate LI||no|no|yes|cdisc
CLMAC|191|Macalister/1899|116||no|no|no|list
CLMAC|191|Macalister/1909|47||no|no|no|cdisc
CLMAC|191|Macalister/1949|63||no|no|no|list
CLMAC|192|Macalister/1899|116||no|no|no|list
CLMAC|192|Macalister/1909|47||no|no|no|list
CLMAC|192|Macalister/1949|63||no|no|no|list
CLMAC|192|Petrie/1872|63, Plate LVII||no|no|yes|cdisc
CLMAC|193|Macalister/1899|116||no|no|no|list
CLMAC|193|Macalister/1909|47||no|no|no|list
CLMAC|193|Macalister/1949|63||no|no|no|cdisc
CLMAC|193|Petrie/1872|64, Plate LVIII, Fig. 142||no|no|yes|cdisc
CLMAC|194|Macalister/1899|116||no|no|no|list
CLMAC|194|Macalister/1909|47||no|no|no|cdisc
CLMAC|194|Macalister/1949|63||no|no|no|list
CLMAC|194|Petrie/1872|65, Plate LX||no|no|yes|cdisc
CLMAC|195|Macalister/1899|116||no|no|no|list
CLMAC|195|Macalister/1909|47||no|no|no|list
CLMAC|195|Macalister/1949|63||no|no|no|list
CLMAC|195|Petrie/1872|69, Plate LXIV||no|no|yes|cdisc
CLMAC|196|Macalister/1899|116||no|no|no|list
CLMAC|196|Macalister/1909|47||no|no|no|list
CLMAC|196|Macalister/1949|64||no|no|no|list
CLMAC|196|Petrie/1872|69, Plate LXIV, Fig. 156||no|no|yes|minor
CLMAC|197|Macalister/1899|116||no|no|no|list
CLMAC|197|Macalister/1909|48||no|no|no|list
CLMAC|197|Macalister/1949|64||no|no|no|list
CLMAC|197|Petrie/1872|70, Plate LXVI, Fig. 157||no|no|yes|minor
CLMAC|198|Macalister/1899|116||no|no|no|list
CLMAC|198|Macalister/1909|48||no|no|no|list
CLMAC|198|Macalister/1949|64||no|no|no|list
CLMAC|198|Petrie/1872|71, Plate LXVIII, Fig. 161||no|no|yes|cdisc
CLMAC|199|Macalister/1899|116||no|no|no|list
CLMAC|199|Macalister/1909|48||no|no|no|list
CLMAC|199|Macalister/1949|64||no|no|no|list
CLMAC|199|Petrie/1872|71, Plate LXVIII, Fig. 163.||no|no|yes|minor
CLMAC|200|Macalister/1899|116||no|no|no|list
CLMAC|200|Macalister/1909|48||no|no|no|list
CLMAC|200|Macalister/1949|64||no|no|no|list
CLMAC|200|Petrie/1872|72, Plate LXIX, Fig. 165||no|no|no|minor
CLMAC|201|Macalister/1899|116||no|no|no|list
CLMAC|201|Macalister/1909|48||no|no|no|list
CLMAC|201|Macalister/1949|64||no|no|no|list
CLMAC|201|Petrie/1872|73, Plate LXX, Fig. 167||no|no|yes|minor
CLMAC|202|Macalister/1899|116||no|no|no|list
CLMAC|202|Macalister/1909|48||no|no|no|list
CLMAC|202|Macalister/1949|64||no|no|no|list
CLMAC|202|Petrie/1872|73, Plate LXXI, Fig. 170||no|no|yes|minor
CLMAC|203|Macalister/1899|116||no|no|no|list
CLMAC|203|Macalister/1909|48||no|no|no|list
CLMAC|203|Macalister/1949|64||no|no|no|list
CLMAC|203|Petrie/1872|74, Plate L:XXII,Fig.171||no|no|yes|minor
CLMAC|204|Macalister/1899|116||no|no|no|list
CLMAC|204|Macalister/1909|48||no|no|no|list
CLMAC|204|Macalister/1949|64||no|no|no|list
