SITE|STONE|BIB_REF|PAGES|ILLUSTRATI|PHOTO|MAP|DRAWING|VALUE
MAUGH|2|Page/1980|214, 216, 218|no|no|no|no|cdisc
MAUGH|2|Page/1983|236|no|no|yes|no|other
MAUGH|3|Cubbon/1966|26|no|no|no|no|read
MAUGH|3|Cubbon/1971|9|yes|yes|no|no|illus
MAUGH|3|Cubbon/1982|262|no|no|no|no|read
MAUGH|3|Megaw/1950|170--71|yes|yes|no|no|cdisc
MAUGH|4|Allan/1930|11|yes|yes|no|no|sdisc
MAUGH|4|Collingwood/1927|137|no|no|no|no|read
MAUGH|4|Cubbon/1971|7|yes|yes|no|no|cdisc
MAUGH|4|Cubbon/1982|261|yes|yes|no|no|minor
MAUGH|4|Kermode/1902|182-183|yes|no|no|yes|cdisc
MAUGH|4|Kermode/1902a|125--127|yes|yes|no|no|cdisc
MAUGH|4|Kermode/1907|74, 111-112|yes|yes|no|no|sdisc
MAUGH|4|Kermode/1910-1911|350-351|yes|no|no|yes|sdisc
MAUGH|4|Kermode/1929b|356--357|yes|yes|no|no|sdisc
MAUGH|4|Kermode/Herdman/1914|94--95|yes|yes|no|no|minor
MAUGH|4|Laing/1975|Pl. 23A|yes|yes|no|no|illus
MAUGH|4|Macalister/1949|190, Plate LXIV|yes|no|no|yes|cdisc
MAUGH|4|Megaw/1950|170|yes|yes|no|no|illus
MAUIG|1|Cuppage/etal/1986|333--334||yes|no|yes|cdisc
MAUIG|1|Macalister/1945|186--187||yes|no|no|sdisc
MAWGN|1|Macalister/1945|446--447||no|no|yes|cdisc
MAWGN|1|Okasha/1993|185--186||yes|no|no|cdisc
MAWGN|1|Thomas/1994|284||no|no|no|list
MBOIC|2|Macalister/1949|32||no|no|yes|cdisc
MBOIC|2|Roe/1981|11||no|no|no|cdisc
MEELK|1|Macalister/1949|11--12||no|no|yes|cdisc
MELIN|1|Macalister/1945|422||no|no|no|cdisc
MELIN|1|Nash-Williams/1950|195||no|no|no|cdisc
MELIN|1|Owen/1896|131--132||no|no|no|cdisc
MMAWR|1|Anon/1928|366-367||no|no|yes|cdisc
MMAWR|1|Huebner/1876|25||no|no|yes|list
MMAWR|1|Macalister/1945|388--389||no|no|yes|cdisc
MMAWR|1|Nash-Williams/1950|154, pl. XII||yes|no|no|cdisc
MMAWR|1|RCHAMW/1976|37, pl. 1||yes|no|no|cdisc
MMAWR|1|Rhys/1873|9||no|no|no|minor
MMAWR|1|Rhys/1899|163||no|no|no|cdisc
MMAWR|1|Westwood/1856|251, 319--320||no|no|yes|cdisc
MMAWR|1|Westwood/1879|8, pl. II, fig. 5||no|no|yes|cdisc
MMWR2|1|Anon/1932|369--370||no|no|no|minor
MMWR2|1|Huebner/1876|25||no|no|no|list
MMWR2|1|Macalister/1949|162, pl. LIX||no|no|yes|cdisc
MMWR2|1|Nash-Williams/1950|154, pl. XLII||yes|no|no|cdisc
MMWR2|1|RCHAMW/1976|56--57, pl.. 18 & fig. 15||yes|no|yes|cdisc
MMWR2|1|Rhys/1873|8||no|no|no|minor
MMWR2|1|Rhys/1899|158--159||yes|no|no|cdisc
MMWR2|1|Westwood/1879|15--17, pl. X||no|no|yes|cdisc
MMWR3|1|Anon/1928|370--371||no|no|no|minor
MMWR3|1|Huebner/1876|25||no|no|no|list
MMWR3|1|Macalister/1949|161--162||no|no|no|cdisc
MMWR3|1|Nash-Williams/1950|154--155, pl. XLIV||yes|no|no|cdisc
MMWR3|1|RCHAMW/1976|57, pl. 19||yes|no|no|cdisc
MMWR3|1|Rhys/1873|8||no|no|no|minor
MMWR3|1|Rhys/1899|156||yes|no|no|cdisc
MMWR3|1|Rhys/1905|38||no|no|no|cdisc
MMWR3|1|Westwood/1879|17--19, pl. XI--XII||no|no|yes|cdisc
MNCLO|1|Anon/1894a|80--82||no|no|yes|other
MNCLO|1|Macalister/1945|421||no|no|yes|cdisc
MNCLO|1|NashWilliams/1950|193, pl. XV||yes|no|no|cdisc
MNCLO|1|Owen/1896|134||no|no|no|other
MNCLO|1|RCHAMW/1925|207||no|no|no|list
MNCLO|1|Rhys/1918|188||no|no|no|minor
MNCLO|1|Robinson/1876|141--142||no|no|yes|cdisc
MNCLO|1|Westwood/1879|86||no|no|yes|cdisc
MNTRI|1|Macalister/1945|119--120||no|no|no|cdisc
MNTRI|1|McManus/1991|47||no|no|no|minor
MNTRI|1|Power/etal/1997|167||no|no|no|cdisc
MNTRI|2|Macalister/1945|120||no|no|yes|cdisc
MNTRI|2|Power/etal/1997|170||no|no|no|cdisc
MNTRU|1|Macalister/1945|254--255||yes|no|yes|cdisc
MONAI|1|Macalister/1949|102||no|no|no|minor
MONAI|1|Petrie/1878|36, pl. XXIII, fig. 49||no|no|yes|cdisc
MONAI|2|Macalister/1949|102, pl. XLI||no|no|yes|cdisc
MONAI|2|Petrie/1878|37, pl. XXIV, Fig. 50||no|no|yes|cdisc
MONAI|3|Macalister/1949|102||no|no|no|cdisc
MONAI|3|Petrie/1878|37, pl. XXIV, pl. 51||no|no|yes|cdisc
MONAT|1|Macalister/1945|116--118||no|no|yes|sdisc
MONAT|2|Macalister/1945|118--119||no|no|no|cdisc
MONAT|3|Macalister/1945|119||no|no|no|cdisc
MONAT|4|Macalister/1945|119||no|no|no|cdisc
MRAME|1|Cuppage/etal/1986|256, Fig. 137b||no|no|yes|cdisc
MRAME|1|Macalister/1945|184--185||no|no|yes|cdisc
MRSTN|1|Cuppage/etal/1986|335||no|no|no|cdisc
MRSTN|1|Macalister/1949|97||no|no|no|cdisc
MRTHR|1|Macalister/1945|361|yes|no|no|yes|cdisc
MRTHR|1|Nash-Williams/1950|118, Plate XI|Plate 11, fig 127|yes|no|yes|cdisc
MRTHR|1|Westwood/1879|97, Plate L, Fig. 3|Plate 50, fig 3|no|no|yes|cdisc
MTDFL|1|Anon/1901|60--61||no|no|yes|cdisc
MTDFL|1|Huebner/1876|21||no|no|yes|list
MTDFL|1|Macalister/1949|163||no|no|yes|cdisc
MTDFL|1|Nash-Williams/1950|157, pl. XVIII, fig 171||yes|no|yes|cdisc
MTDFL|1|RCHAMW/1976|40, pl. 3||yes|no|no|cdisc
MTDFL|1|Rhys/1873|9||no|no|no|minor
MTDFL|1|Westwood/1879|5, pl. II, fig 2||no|no|yes|cdisc
MTHRY|1|Macalister/1945|422||no|no|no|cdisc
MTHRY|1|Nash-Williams/1937|325--328||no|no|yes|sdisc
MTHRY|1|NashWilliams/1950|194--195, pl. IV||yes|no|yes|cdisc
MTHRY|1|RCHAMW/1925|221--223||no|no|yes|cdisc
MUSIC|1|Macalister/1945|131||no|no|yes|cdisc
MVILE|1|Lionard/1961|125, fig. 20.1||no|no|yes|illus
MVILE|1|Macalister/1949|120--121, pl. XLVI||no|no|yes|cdisc
MVILE|1|Petrie/1878|72, pl. XXXVIII, 78||no|no|yes|cdisc
MWROG|1|Macalister/1945|397||no|no|no|cdisc
MWROG|1|Nash-Williams/1950|172, Plate XIV||no|no|yes|cdisc
MWROG|1|Westwood/1876|156--157||no|no|yes|cdisc
NANSW|1|Macalister/1945|450||no|no|yes|cdisc
NANSW|1|Okasha/1993|189--91||yes|no|no|cdisc
NANSW|1|Thomas/1994|262, Fig. 15.5, 243||no|no|yes|minor
NANTC|1|Webley/1958|123--124||yes|no|no|cdisc
NANTD|1|Hubner/1876|19||no|no|yes|list
NANTD|1|Macalister/1945|318--19||no|no|no|cdisc
NANTD|1|Nash-Williams/1950|79||no|no|no|cdisc
NANTD|1|Westwood/1876|54--55||no|no|yes|cdisc
NBRGH|1|Jones/1846|428-429|yes|no|no|yes|sdisc
NBRGH|1|Macalister/1949|129|yes|no|yes|yes|sdisc
NBRGH|1|Nash-Williams/1950|65, plate 29, fig. 34|yes|yes|no|yes|sdisc
NBRGH|1|RCAHMW/1937|cvi, cvii|yes|no|no|yes|sdisc
NBRGH|1|Westwood/1879|187-188, plate 83, fig 7|yes|no|no|yes|sdisc
NBRGH|1|Williams/1865|88-89|no|no|no|no|other
NBRTH|1|Macalister/1945|423||no|no|no|cdisc
NBRTH|1|Nash-Williams/1950|195, Fig. 222||no|no|yes|cdisc
NBRTH|1|RCHAMW/1925|249--250||no|no|yes|cdisc
NBRTH|1|Westwood/1882|40--42||no|no|yes|cdisc
NEVRN|1|Anon/1905|167||no|no|no|other
NEVRN|1|Anon/1922a|499--500||yes|no|no|cdisc
NEVRN|1|Macalister/1945|423--424||no|no|yes|cdisc
NEVRN|1|Nash-Williams/1950|197, Fig. 223||no|no|yes|cdisc
NEVRN|1|RCHAMW/1925|263||yes|no|inc|cdisc
NEVRN|1|Rhys/1907|83--84||no|no|no|cdisc
NEVRN|1|Rhys/1910|65||no|no|no|other
NEVRN|1|Rhys/1913|68||no|no|no|cdisc
NEVRN|1|Thomas/1994|63||yes|no|no|cdisc
NEVRN|2|Anon/1922a|499||no|no|no|minor
NEVRN|2|Huebner/1876|36||no|no|no|list
NEVRN|2|Macalister/1945|423--424||no|no|yes|cdisc
NEVRN|2|Nash-Williams/1950|197, Plate IV||yes|no|no|cdisc
NEVRN|2|RCHAMW/1925|263||yes|no|no|cdisc
NEVRN|2|Rhys/1873|6||no|no|no|other
NEVRN|2|Rhys/1873a|387||no|no|no|other
NEVRN|2|Rhys/1874|20||no|no|no|other
NEVRN|2|Rhys/1905|72--74||no|no|no|other
NEVRN|2|RomillyAllen/1896|291, 299||no|no|no|list
NEVRN|2|Westwood/1860|51--52||no|no|no|minor
NEVRN|2|Westwood/1879|103--104||no|no|yes|cdisc
NEVRN|3|Anon/1905|167||no|no|no|minor
NEVRN|3|Anon/1922a|499||no|no|no|minor
NEVRN|3|Huebner/1876|36||no|no|yes|list
NEVRN|3|Macalister/1949|172--173||no|no|no|cdisc
NEVRN|3|Nash-Williams/1950|197--200, Plate XLI, Fig. 226||yes|no|yes|sdisc
NEVRN|3|Rhys/1873|6||no|no|no|minor
NEVRN|3|RomillyAllen/1896|293, 303||no|no|no|list
NEVRN|3|Westwood/1860|47--51||no|no|yes|sdisc
NEVRN|3|Westwood/1879|100--103||no|no|yes|sdisc
NEWCA|1|Macalister/1928|310||no|no|no|cdisc
NEWCA|1|Macalister/1949|163--164, pl. LV||no|no|yes|cdisc
NEWCA|1|Nash-Williams/1950|158--160, pl. LXIII||yes|no|no|cdisc
NEWCA|1|RCHAMW/1976|66--67, pl. 28||yes|no|no|cdisc
NEWCA|1|Westwood/1879|50--52, pl. XXXI, figs 2--4||no|no|yes|cdisc
NEWCH|1|Evans/1917|163--164|no|no|no|no|other
NEWCH|1|Macalister/1945|356--357|yes|no|no|yes|cdisc
NEWCH|1|Nash-Williams/1950|118, Plate XI|plate XI, fig 129|yes|no|yes|cdisc
NEWCH|1|Westwood/1879|89, Plate XLIX|plate XLIX fig 1|no|no|yes|cdisc
NEWCH|2|Anon/1919b|9|yes|yes|no|no|cdisc
NEWCH|2|Evans/1917|163--164|no|no|no|no|other
NEWCH|2|Macalister/1922b|21--22|no|no|no|no|cdisc
NEWCH|2|Macalister/1945|356--357|no|no|no|no|sdisc
NEWCH|2|Nash-Williams/1950|118, Plate XI|plate XI, fig 128|yes|no|yes|cdisc
NEWCH|2|Westwood/1879|88, Plate XLVI, Fig. 1|plate XLVI fig 1|no|no|yes|cdisc
NEWLE|1|Macalister/1945|256||no|no|no|cdisc
NEWT|1|Forsyth/1996|424--426||yes|no|yes|sdisc
NOBBE|1|McManus/1991|76||no|no|no|cdisc
NOBBE|2|McManus/1991|76||no|no|no|cdisc
NOBBE|3|McManus/1991|76||no|no|no|cdisc
OGMOR|1|Macalister/1949|162||no|no|no|cdisc
OGMOR|1|Nash-Williams/1930|395--396||yes|no|yes|cdisc
OGMOR|1|Nash-Williams/1950|160, plate 41||yes|no|no|cdisc
OGMOR|1|RCAHMW/1976|55, pl. 15||yes|no|no|cdisc
OLDIS|1|Brash/1879|no. 253||no|no|yes|cdisc
OLDIS|1|Macalister/1945|290||no|no|yes|cdisc
OUGHT|1|Sheehan/1982|40, note 73||no|no|no|cdisc
OUGHT|2|Sheehan/1982|40, note 73||no|no|no|cdisc
PAINT|1|Macalister/1945|45--46||yes|no|no|cdisc
PAINT|1|Moore/1987|153||no|no|no|minor
PALLY|1|Huebner/1876|33||no|no|no|list
PALLY|1|Macalister/1949|173||no|no|no|cdisc
PALLY|1|Nash-Williams/1939|10||no|no|yes|cdisc
PALLY|1|Nash-Williams/1950|204--205||no|no|yes|cdisc
PALLY|1|RCHAMW/1925|293||no|no|no|list
PALLY|1|Rhys/1873|6--7||no|no|no|other
PALLY|1|RomillyAllen/1896|293, 304||no|no|no|list
PALLY|1|Westwood/1879|118--119||no|no|yes|cdisc
PARAR|1|Macalister/1945|237||no|no|no|cdisc
PARAR|2|Macalister/1945|238--239||no|no|yes|cdisc
PATRS|1|Lhwyd/1909|14||no|no|yes|list
PATRS|1|Macalister/1949|139||no|no|yes|cdisc
PATRS|1|Nash-Williams/1950|79, Plate LXIII, Fig. 53||yes|no|yes|cdisc
PATRS|1|Westwood/1876|71, Plate XL, Figs. 1, 2||no|no|yes|cdisc
PBRYN|1|Huebner/1876|41||no|no|yes|list
PBRYN|1|Macalister/1945|338--339||no|no|yes|cdisc
PBRYN|1|Nash-Williams/1950|102, Plate IX, Fig. 100||yes|no|yes|cdisc
PBRYN|1|Rhys/1918|184||no|no|no|minor
PBRYN|1|Westwood/1879|146||no|no|yes|cdisc
PERNP|1|Hencken/1932|224||inc|inc|inc|inc
PERNP|1|Macalister/1949|182||no|no|no|list
PERNP|1|Okasha/1993|200||no|no|no|cdisc
PGWRA|1|Anstis/nd|39 (renumbered 25)||no|no|yes|cdisc
PGWRA|1|Okasha/1993|210||no|no|yes|cdisc
PHLLK|1|Macalister/1945|449||no|no|no|cdisc
PHLLK|1|Okasha/1993|201--203, Fig. II.39||yes|no|no|cdisc
PHLLK|1|Thomas/1994|284--285, Fig. 17.6||no|no|yes|cdisc
PMCH1|1|Evans/1888|144--146||no|no|yes|other
PMCH1|1|Hubner/1876|48||no|no|yes|cdisc
PMCH1|1|Macalister/1945|369--370||no|no|yes|cdisc
PMCH1|1|Nash-Williams/1950|92, Plate VIII, Fig. 81||yes|no|yes|cdisc
PMCH1|1|Rhys/1873|10||no|no|no|list
PMCH1|1|Westwood/1863|255--257||no|no|yes|sdisc
PMCH1|1|Westwood/1879|175--176||no|no|yes|cdisc
PMCH1|2|Huebner/1876|49||no|no|yes|cdisc
PMCH1|2|Macalister/1945|371||no|no|yes|cdisc
PMCH1|2|Nash-Williams/1950|92, Plate IX||yes|no|no|cdisc
PMCH1|2|Rhys/1873|10||no|no|no|list
PMCH1|2|Westwood/1871|262--263||no|no|yes|cdisc
PMCH1|2|Westwood/1879|175, Plate LXXXII||no|no|yes|cdisc
PMCH1|3|Huebner/1876|48||no|no|yes|cdisc
PMCH1|3|Macalister/1945|370--371||no|no|yes|cdisc
PMCH1|3|Nash-Williams/1950|92, Plate IX, Fig. 83||yes|no|yes|cdisc
PMCH1|3|Rhys/1873|10||no|no|no|list
PMCH1|3|Westwood/1871|257--258||no|no|yes|cdisc
PMCH1|3|Westwood/1879|176, Plate LXXXII||no|no|yes|cdisc
PMCH2|1|Anon/1915|442||no|no|no|other
PMCH2|1|Knight/1995|1--10||no|no|yes|sdisc
PMCH2|1|Macalister/1945|371--372||no|no|yes|cdisc
PMCH2|1|Nash-Williams/1950|93, Plate VIII, Fig. 84||yes|no|yes|cdisc
PMCH2|1|Rhys/1919|201--202||no|no|no|cdisc
PMRFA|1|Lewis/1966|166||no|no|no|other
PMRFA|1|Macalister/1945|372--373||no|no|yes|cdisc
PMRFA|1|Nash-Williams/1950|93, Fig. 85||no|no|no|cdisc
PMRFA|1|RCAHMW/1960|95, pl. 6||yes|no|no|cdisc
PMRFA|1|Rhys/1882|161--162, & fig.||no|no|yes|cdisc
PNZAN|1|Macalister/1949|180--182, pl. LXI||yes|no|yes|sdisc
PNZAN|1|Okasha/1993|195--197||yes|no|no|cdisc
RFILD|4|Macalister/1945|239, 241||no|no|no|cdisc
PNZAN|1|Thomas/1994|299--300, Fig. 17.19, 298||yes|no|no|cdisc
PNZAN|1|Thomas/Thorpe/1998|1||yes|no|yes|sdisc
POLCH|1|Forsyth/1994|448||yes|no|yes|cdisc
POMCK|1|Macalister/1945|20--21||no|no|yes|cdisc
PONTS|1|Lhwyd/1910|90||no|no|yes|other
PONTS|1|Macalister/1945|322||no|no|no|cdisc
PONTS|1|Nash-Williams/1950|79||no|no|yes|cdisc
POOL|1|Forsyth/1996|458--459||yes|no|yes|cdisc
PRCMB|1|Okasha/1993|193--194||no|no|no|cdisc
PRHOS|1|Anon/1908|88--91|yes|yes|no|no|illus
PRHOS|1|Anon/1930|471--472|yes|no|no|yes|illus
PRHOS|1|Hughes/1924|46--47|yes|no|no|yes|illus
PRHOS|1|Jones/1846b|166|no|no|no|no|minor
PRHOS|1|Jones/1861|295--296|no|no|no|no|minor
PRHOS|1|Macalister/1945|313--314|yes|no|no|yes|sdisc
PRHOS|1|Nash-Williams/1950|67|plate 7, fig. 35|yes|no|yes|sdisc
PRHOS|1|RCAHMW/1937|132, cv, cix|no|no|no|no|sdisc
PRHOS|1|Skinner/1908|76-77|yes|no|no|yes|illus
PRHOS|1|Westwood/1879|189--190|plate 85, figure 3|no|no|yes|sdisc
PRIES|1|Macalister/1945|256||no|no|no|cdisc
PRKLA|1|Macalister/1902|no 113||no|no|no|cdisc
PRKLA|1|Macalister/1945|217--218||no|no|yes|cdisc
PRTT1|1|Hubner/1876|27||no|no|yes|list
PRTT1|1|Huebner/1876|27||no|no|yes|list
PRTT1|1|Macalister/1945|383--384||no|no|yes|cdisc
PRTT1|1|Nash-Williams/1950|161, ppl. XII||yes|no|no|cdisc
PRTT1|1|RCHAMW/1976|38--39, pl. 1||yes|no|no|cdisc
PRTT1|1|Rhys/1873|10||no|no|no|minor
PRTT1|1|Rhys/1905|61--62||no|no|no|minor
PRTT1|1|Rhys/1918|186||no|no|no|cdisc
PRTT1|1|Westwood/1876|38, pl. XXVI, figs. 1 & 2||no|no|yes|cdisc
PRTT1|1|Westwood/1879|38, pl. XXVI, figs. 1 & 2||no|no|yes|cdisc
PRTT2|1|Hubner/1876|27||no|no|yes|list
PRTT2|1|Macalister/1949|159, pl. LVII||no|no|yes|cdisc
PRTT2|1|Nash-Williams/1950|161, pl. XXVI, figs. 6--8||yes|no|yes|cdisc
PRTT2|1|RCHAMW/1976|40--41, pl. 3||yes|no|no|cdisc
PRTT2|1|Rhys/1873|8||no|no|no|minor
PRTT2|1|Rhys/1899|144||no|no|no|minor
PRTT2|1|Westwood/1876|31--32, pl. XX, fig. 2, 3||no|no|yes|cdisc
PRTT3|1|Macalister/1949|152, pl. LII||no|no|yes|cdisc
PRTT3|1|Nash-Williams/1950|161--163, pl. XXIII, fig. 176||yes|no|yes|cdisc
PRTT3|1|RCHAMW/1976|42, pl. 5, fig. 7, a||yes|no|yes|cdisc
PRTT3|1|Richards/1925|425--428||yes|no|no|cdisc
PRTT4|1|Hughes/1926|196||yes|no|yes|cdisc
PRTT4|1|Macalister/1949|151, pl. LII||no|no|yes|cdisc
PRTT4|1|Nash-Williams/1950|163, pl. LI||yes|no|no|cdisc
PRTT4|1|RCHAMW/1976|43, pl. 5||yes|no|no|cdisc
PRTYV|1|Cubbon/1971|10--11|yes|yes|no|no|illus
PRTYV|1|Cubbon/1982|262-263|yes|yes|no|no|illus
PRTYV|1|Cumming/1857|37|yes|no|no|yes|illus
PRTYV|1|Kermode/1897|47--51|yes|yes|no|yes|sdisc
PRTYV|1|Kermode/1907|121--123.|yes|yes|no|yes|sdisc
PRTYV|1|Kermode/1910-1911|440-441|yes|no|no|yes|illus
PRTYV|1|Macalister/1949|190, Plate LXIII||no|no|yes|cdisc
PUNCH|1|Macalister/1945|425||no|no|no|cdisc
PUNCH|1|Nash-Williams/1950|205||no|no|yes|cdisc
PUNCH|1|RCHAMW/1925|299||no|no|yes|cdisc
PYFAI|1|Lewis/1970|71--74||yes|no|yes|sdisc
PYFAI|1|RCAHMW/1976|54--55, pl. 14||yes|no|no|cdisc
RACOB|1|Macalister/1945|69--70||no|no|yes|cdisc
RAMSY|1|Okasha/1970|68||yes|no|no|sdisc
RAMSY|1|Redknap/1991|36||yes|no|no|illus
RANTA|1|Macalister/1945|299--300||no|no|yes|cdisc
RATAS|1|Fanning/1977|14--16||yes|no|no|sdisc
RATAS|1|McManus/1991|71||no|no|no|cdisc
RATHD|1|Macalister/1945|86, Plate VII||no|no|yes|cdisc
RATHK|1|OSullivan/Sheehan/1996|360||no|no|no|cdisc
RBANE|1|Macalister/1949|121||no|no|no|cdisc
RCMMN|1|Macalister/1949|15||no|no|no|minor
RCMMN|1|Petrie/1878|11||no|no|yes|minor
RCROG|2|Gippert/Web|Ogham 13||yes|no|no|cdisc
RCROG|2|Macalister/1945|17||no|no|yes|minor
RDRTH|1|Borlase/1740|52||no|no|yes|inc
RDRTH|1|Okasha/1993|218--19, Fig. II.44||no|no|yes|cdisc
RDRTH|1|Tangye/1985|171||no|no|yes|cdisc
RDRTH|1|Thomas/1994|284--285||no|no|yes|minor
REASK|1|Fanning/1981|139--141, Plate IX||yes|no|yes|sdisc
REASK|1|Macalister/1949|97, Plate XLI||no|no|yes|cdisc
REASK|2|Fanning/1981|142--143||no|no|yes|sdisc
REASK|2|Macalister/1949|97, Plate XLI||no|no|yes|cdisc
REDGT|1|Langdon/1896|377--78, and Fig.||no|no|yes|sdisc
REDGT|1|Macalister/1949|184||no|no|no|cdisc
REDGT|1|Okasha/1993|213--215, Fig. II.43||yes|no|no|cdisc
RFILD|1|Macalister/1945|239--240||no|no|yes|cdisc
RFILD|2|Macalister/1945|239--240||no|no|yes|cdisc
RFILD|3|Macalister/1945|239-241||no|no|no|cdisc
RFILD|5|Macalister/1945|241||no|no|no|minor
RFILD|6|Macalister/1945|241||no|no|no|minor
RGLAS|1|Macalister/1945|19||yes|no|no|cdisc
RHDDL|1|Brash/1869|160--161||no|no|no|cdisc
RHDDL|1|Huebner/1876|40--41||no|no|yes|list
RHDDL|1|Macalister/1945|338--339||no|no|yes|cdisc
RHDDL|1|Nash-Williams/1950|102, Plate I, Fig. 101||yes|no|yes|cdisc
RHDDL|1|Rhys/1873|4||no|no|no|other
RHDDL|1|Rhys/1905|87||no|no|no|cdisc
RHDDL|1|Westwood/1879|136--137||no|no|yes|cdisc
RIALT|1|Macalister/1945|454||no|no|no|cdisc
RIALT|1|Okasha/1993|220--222||yes|no|no|cdisc
RIALT|1|Thomas/1994|268, Fig. 16.8, 270||no|no|yes|cdisc
ROSCR|1|Macalister/1949|103, Plate IX||no|no|yes|cdisc
ROSCR|1|Petrie/1878|39, Plate XXV||no|no|yes|cdisc
ROSCR|2|Macalister/1949|103||no|no|yes|cdisc
ROSCR|2|Petrie/1878|39--40, Plate XXV||no|no|yes|cdisc
ROSSH|1|Higgins/1987|381, Fig. 97||no|no|yes|
ROSSH|1|Macalister/1949|8||no|no|no|minor
ROVMO|1|Macalister/1945|122--123||no|no|yes|cdisc
ROVMO|2|Macalister/1945|123||no|no|no|cdisc
ROVMO|3|Macalister/1945|123--124||no|no|yes|cdisc
RSOLV|1|Anon/1933|375||no|no|no|cdisc
RSOLV|1|Huebner/1876|27||no|no|yes|list
RSOLV|1|Macalister/1949|164, Plate XLIX||no|no|yes|cdisc
RSOLV|1|Nash-Williams/1950|165, Plate LVI||yes|no|no|cdisc
RSOLV|1|RCAHMW/1976|55||yes|no|no|cdisc
RSOLV|1|Rhys/1873|8||no|no|no|minor
RSOLV|1|Westwood/1865|65--66||no|no|yes|cdisc
RSOLV|1|Westwood/1879|26--27, pl. XIV, 3||no|no|yes|cdisc
RTHCA|1|Gippert/Web|79||yes|no|no|sdisc
RTHCA|1|Macalister/1945|82||no|no|yes|cdisc
RTHCA|2|Macalister/1945|82||no|no|no|cdisc
RTHDF|1|Cuppage/etal/1986|336, Fig. 137c, p.249||yes|no|yes|cdisc
RTHDF|1|Macalister/1945|188--189||no|no|yes|cdisc
RTHDF|2|Cuppage/etal/1986|336||no|no|no|cdisc
RTHDF|2|Macalister/1945|189||no|no|no|cdisc
RTHKE|1|Macalister/1949|197||no|no|no|cdisc
RTHKE|1|McManus/1991|68||no|no|no|cdisc
RTHKE|2|Macalister/1949|197||no|no|no|minor
RTHKE|2|McManus/1991|68||no|no|no|cdisc
RTHKE|3|Macalister/1949|197||no|no|no|cdisc
RTHKE|3|McManus/1991|68||no|no|no|cdisc
RTHOD|1|Macalister/1945|189--190||no|no|yes|cdisc
RTHOD|2|Macalister/1945|189--191||no|no|no|cdisc
RUSHE|1|Macalister/1945|7--8||no|no|yes|cdisc
RUSHN|1|Bruce/1968|56, 59||no|no|no|cdisc
RUSHN|1|Kermode/1907|96--98||yes|no|no|sdisc
RUSHN|1|Kneale/1887|163--166||no|no|no|sdisc
RUSHN|1|Macalister/1902|136--137|no|no|no|no|read
RUSHN|1|Macalister/1945|480--482||no|no|yes|cdisc
RUSHN|1|McManus/1991|66|no|no|no|no|read
RUSHN|1|Rhys/1886a|33|no|no|no|no|cdisc
RUSHN|1|Rhys/1886b|93--94|no|no|no|no|minor
RUSHN|1|Rhys/1890|134|no|no|no|no|sdisc
RUSHN|1|Rhys/1890a|201|no|no|no|no|sdisc
RUSHN|1|Savage/1886|146--147|no|no|no|no|cdisc
RUSHN|1|Stokes/1890|inc|no|no|no|no|minor
RUSHN|2|Kermode/1907|73-74, 98-99|yes|yes|no|yes|sdisc
RUSHN|2|Kermode/1910-1911|437|yes|no|no|yes|illus
RUSHN|2|Kneale/1887|163--166|yes|yes|no|no|sdisc
RUSHN|2|Macalister/1902|136|no|no|no|no|read
RUSHN|2|Macalister/1945|482|yes|no|no|yes|sdisc
RUSHN|2|McManus/1991|66|no|no|no|no|read
RUSHN|2|Rhys/1886a|33|no|no|no|no|cdisc
RUSHN|2|Rhys/1886b|93--94|no|no|no|no|sdisc
RUSHN|2|Rhys/1887|64--66|no|no|no|no|sdisc
RUSHN|2|Rhys/Browne/1891|39|yes|yes|no|yes|cdisc
RUSHN|2|Savage/1886|145--148|no|no|no|no|cdisc
SANTN|1|Allen/1887|240|no|no|no|no|read
SANTN|1|Cubbon/1971|5|yes|yes|no|no|illus
SANTN|1|Cubbon/1982|259--260|no|no|no|yes|minor
SANTN|1|Cumming/1857|42--43, Fig. 48|yes|no|no|yes|illus
SANTN|1|Huebner/1876|60|yes|no|no|yes|sdisc
SANTN|1|Kermode/1895|205--206|yes|no|no|yes|sdisc
SANTN|1|Kermode/1907|74, 114--115, Pl 34|yes|yes|no|no|sdisc
SANTN|1|Kermode/1910-1911|348-349|yes|no|no|yes|sdisc
SANTN|1|Kermode/1935|21|yes|yes|no|no|sdisc
SANTN|1|Macalister/1945|482--483|yes|no|no|yes|sdisc
SANTN|1|Oswald/1823|507|yes Plate K|no|no|yes|cdisc
SANTN|1|Setoun/1823|498-500|no|no|no|no|minor
SBRID|1|Edwards/forthcoming|n/a||no|no|no|cdisc
SBRID|1|James/1987|75||no|no|no|minor
SBRID|1|RCHAMW/1925|319||no|no|no|cdisc
SCATT|1|Macalister/1949|88||no|no|no|cdisc
SCATT|1|Petrie/1878|26, pl. XVIII, Fig. 37.||no|no|yes|cdisc
SCETH|1|Hubner/1876|17||no|no|yes|list
SCETH|1|Macalister/1922|198--99||no|no|no|minor
SCETH|1|Macalister/1945|324--25||no|no|yes|cdisc
SCETH|1|Nash-Williams/1950|79--81||yes|no|yes|cdisc
SCETH|1|Westwood/1876|57||no|no|yes|cdisc
SCHUD|1|Macalister/1945|257||no|no|yes|cdisc
SCLEM|1|Langdon/1896|6, 22||no|no|no|minor
