SITE|STONE|INSCRIPTIO|BIB_REF|PAGES|ILLUSTRATI|PHOTO|DRAWING|VALUE
LDWKE|1|2|Nash-Williams/1950|113,Pl. III, Fig., 117|Plate 3, fig. 117|yes|inc|cdisc
LDWKE|1|2|Rhys/1874|19|no|no|no|read
LDWKE|1|2|Rhys/1907|76--81|yes|no|no|sdisc
LDWKE|1|2|Thomas/1994|98-100|yes|no|no|sdisc
LDYFL|1|1|Hubner/1876|15--16||no|yes|list
LDYFL|1|1|Macalister/1949|133||no|yes|cdisc
LDYFL|1|1|Nash-Williams/1950|73--74||yes|no|cdisc
LDYFL|1|1|Westwood/1876|58--59||no|yes|cdisc
LDYFL|2|1|Hubner/1876|15||no|no|list
LDYFL|2|1|Macalister/1945|321||no|no|cdisc
LDYFL|2|1|Nash-Williams/1950|74||no|no|list
LDYFL|2|1|Westwood/1876|59||no|no|cdisc
LDYSI|1|1|Anon/1898|275||no|no|minor
LDYSI|1|1|Huebner/1876|34||no|yes|list
LDYSI|1|1|Macalister/1945|415--416||no|yes|cdisc
LDYSI|1|1|Nash-Williams/1950|188, Plate XV, Fig. 205||yes|yes|cdisc
LDYSI|1|1|RCHAMW/1925|160||yes|yes|list
LDYSI|1|1|Rhys/1873|7||no|no|cdisc
LDYSI|1|1|Rhys/1905|33--34||no|no|cdisc
LDYSI|1|1|RomillyAllen/1896|302||no|no|list
LDYSI|1|1|Westwood/1860|53--55||no|yes|cdisc
LDYSI|1|1|Westwood/1879|111--112||no|yes|cdisc
LDYSI|2|1|Anon/1898|275||no|no|minor
LDYSI|2|1|Huebner/1876|34||no|yes|list
LDYSI|2|1|Macalister/1945|416--417||no|yes|cdisc
LDYSI|2|1|Nash-Williams/1950|188, Fig. 206||no|yes|cdisc
LDYSI|2|1|RCHAMW/1925|160||yes|yes|list
LDYSI|2|1|Rhys/1873|7||no|no|cdisc
LDYSI|2|1|Rhys/1905|50||no|no|cdisc
LDYSI|2|1|RomillyAllen/1896|302||no|no|list
LDYSI|2|1|Westwood/1860|55--57||no|yes|cdisc
LDYSI|2|1|Westwood/1879|113||no|yes|cdisc
LDYSI|3|1|Anon/1898|275||no|no|cdisc
LDYSI|3|1|Macalister/1945|417||no|yes|cdisc
LDYSI|3|1|Nash-Williams/1950|188||no|no|cdisc
LDYSI|3|1|RCHAMW/1925|160||no|no|list
LDYSL|1|1|Hubner/1876|41||no|yes|list
LDYSL|1|1|Macalister/1945|335||no|yes|cdisc
LDYSL|1|1|Nash-Williams/1950|100||no|yes|cdisc
LDYSL|1|1|Rhys/1873|4||no|no|cdisc
LDYSL|1|1|Westwood/1876|134||no|yes|cdisc
LDYSL|1|2|Macalister/1922|213||no|no|cdisc
LDYSL|1|2|Macalister/1945|335||no|yes|cdisc
LEGAN|1|1|Macalister/1945|38--39||no|yes|cdisc
LEMAN|1|1|Macalister/1945|77||no|no|minor
LEMAN|3|1|Macalister/1949|78, Plate VIII||no|yes|cdisc
LETER|1|1|Macalister/1945|232--233||no|yes|cdisc
LETER|1|1|Sullivan/Sheehan/1996|244--45||yes|no|cdisc
LETWE|1|1|Macalister/1945|233||no|yes|cdisc
LETWE|1|1|McManus/1991|79--80, 96||no|no|cdisc
LETWE|1|1|Sullivan/Sheehan/1996|305||yes|yes|cdisc
LETWE|1|1|Ziegler/1994|128--129, 183||no|no|cdisc
LFAEL|1|1|Edwards/1986|21, 23|no|no||read
LFAEL|1|1|Nash-Williams/1950|55|yes|no||illus
LFAEL|1|1|RCAHMW/1937|civ-cv|yes|no||sdisc
LFAEL|1|1|Williams/1945|24|no|no||other
LFAEL|1|1|Williams/1980|23|no|no||other
LFAEL|2|1|Edwards/1986|23|no|no||minor
LFAEL|2|1|Jackson/1953|172, 531, 621, 644, 670|no|no||other
LFAEL|2|1|Macalister/1945|306-307|yes|no||sdisc
LFAEL|2|1|Nash-Williams/1950|55, fig. 17|yes|no||sdisc
LFAEL|2|1|RCAHMW/1937|civ-cv, 65|yes|no||illus
LFAEL|2|1|Rhys(1879)|363|inc|inc||cdisc
LFAEL|2|1|Westwood/1879|192, plate 86, fig 6|yes|no||illus
LFAEL|2|1|Williams/1980|19--20|no|no||sdisc
LFAEL|2|1|Wilson/1982-83)|385|inc|inc||other
LFGLN|1|1|Anon/1877|337||no|no|minor
LFGLN|1|1|Huebner/1876|51||no|yes|minor
LFGLN|1|1|Jackson/1953|280, 384, note 2||no|no|other
LFGLN|1|1|Macalister/1945|364--365||no|yes|cdisc
LFGLN|1|1|Nash-Williams/1950|88, Plate VIII, Fig. 74||yes|yes|cdisc
LFGLN|1|1|RCAHMW/1960|200||yes|no|cdisc
LFGLN|1|1|Rhys/1873|10||no|no|minor
LFGLN|1|1|Rhys/1905|58--59||no|no|cdisc
LFGLN|1|1|Westwood/1855|8--9||no|yes|cdisc
LFIC1|1|1|Hubner/1876|15||no|yes|list
LFIC1|1|1|Macalister/1945|322||no|yes|cdisc
LFIC1|1|1|Nash-Williams/1950|74, Plate VII, Fig. 46||yes|yes|cdisc
LFIC1|1|1|Rhys/1905|49--50||no|no|cdisc
LFIC1|1|1|Westwood/1871|261-62||no|yes|cdisc
LFIC1|1|1|Westwood/1876|55-56, Plate XXXII, Fig.4||no|yes|cdisc
LFIHA|1|1|Huebner/1876|32|yes|no|yes|cdisc
LFIHA|1|1|Macalister/1945|352--353|yes|no|yes|cdisc
LFIHA|1|1|Nash-Williams/1950|115,Pl. XXII|Pl XI, fig. 120|yes|no|cdisc
LFIHA|1|1|Westwood/1871|258--259|Fig. 3|no||cdisc
LFIHA|1|1|Westwood/1879|87--88|Plate XLV, fig 5|no||cdisc
LFRN1|1|1|Macalister/1945|417||no|no|cdisc
LFRN1|1|1|Nash-Williams/1950|188||no|no|cdisc
LFRN1|1|1|RCHAMW/1925|167||no|no|cdisc
LFRN2|1|1|Macalister/1922b|23||no|no|cdisc
LFRN2|1|1|Macalister/1928|294||yes|no|illus
LFRN2|1|1|Macalister/1945|417--420||yes|yes|sdisc
LFRN2|1|1|Nash-Williams/1950|188, Plate I||yes|no|cdisc
LFRN2|1|1|Rhys/1910|329--330||no|no|cdisc
LFRN2|1|1|Rhys/1913|385--390||no|no|sdisc
LFRYN|1|1|Hubner/1876|47||no|yes|list
LFRYN|1|1|Macalister/1949|136||no|no|cdisc
LFRYN|1|1|Nash-Williams/1950|74||no|no|cdisc
LFRYN|1|1|Westwood/1876|70, Plate XXXIX, Fig. 1||no|no|cdisc
LGADW|1|1|Alcock/1989|244|plate 27b|yes||illus
LGADW|1|1|Bischoff/1990|89|no|no||other
LGADW|1|1|Davies/1982|92|yes|no||minor
LGADW|1|1|Edwards/1986|24|no|no||other
LGADW|1|1|Huebner/1876|52|yes|no||illus
LGADW|1|1|Hughes/1924|49-57|yes|no||sdisc
LGADW|1|1|Jackson/1953|160--162, 512, 645|no|no||sdisc
LGADW|1|1|Jenkins/Owen/1983|44--47|no|no||other
LGADW|1|1|Jones/1846b|165--169|yes|no||sdisc
LGADW|1|1|Jones/1946c|302--305|no|no||sdisc
LGADW|1|1|Macalister/1949|129|plate XLIX|no||sdisc
LGADW|1|1|Nash-Williams/1938|32--33|no|no||sdisc
LGADW|1|1|Nash-Williams/1950|55--57|yes|yes||sdisc
LGADW|1|1|RCAHMW/1937|civ, cvi, cviii|yes|yes||sdisc
LGADW|1|1|Redknap/1991|53|yes|yes||illus
LGADW|1|1|Westwood/1879|190--191, plate 85, fig. 4|yes|no||illus
LGADW|1|1|Williams/1980|18--19|no|no||other
LGELR|1|1|Jackson/1953|566, 620 note 3|no|no||other
LGELR|1|1|Macalister/1945|354--356|yes|no||sdisc
LGELR|1|1|Nash-Williams/1950|116|Plate 3, fig. 122|yes||cdisc
LGELR|1|1|Rhys/1907|296--297|figs. 1, 3, 4|no||sdisc
LGELR|1|1|Thomas/1994|75, 135|no|no||other
LGELR|1|1|Westwood/1879|93|Plate 47, fig 4|no||illus
LGELR|1|2|Jackson/1953|620 note 3|no|no||other
LGELR|1|2|Macalister/1945|354--355|yes|no||cdisc
LGELR|1|2|Nash-Williams/1950|116|Plate 3, fig. 122|yes||cdisc
LGELR|1|2|Rhys/1907|297--309|yes|no||sdisc
LGELR|1|2|Thomas/1994|75|no|no||other
LGFNI|1|1|Huebner/1876|53|yes|no||illus
LGFNI|1|1|Hughes/1924|46, 48-49|yes|no||illus
LGFNI|1|1|Jackson/1953|187, 597, 610|no|no||other
LGFNI|1|1|Jones/1847|42--43|yes|no||cdisc
LGFNI|1|1|Macalister/1928|302|no|no||read
LGFNI|1|1|Macalister/1930|459-460|yes|no||read
LGFNI|1|1|Macalister/1945|307--308|yes|no||sdisc
LGFNI|1|1|Nash-Williams/1950|61|yes|yes||sdisc
LGFNI|1|1|RCAHMW/1937|cvi--cvii|yes|no||read
LGFNI|1|1|Westwood/1856|144--146|yes|no||illus
LGFNI|1|1|Westwood/1879|189, plate 85, fig 2.|yes|no||illus
LGFNI|1|1|Zimmer/1995|332|no|no||other
LGFNI|2|1|Macalister/1945|308|no|no||sdisc
LGFNI|2|1|Nash-Williams/1950|59, fig. 27.|yes|no||sdisc
LGIAN|1|1|Hubner/1876|50||no|yes|list
LGIAN|1|1|Jackson/1953|570, 610||no|no|other
LGIAN|1|1|Jones/Westwood/1848|105--107||no|yes|sdisc
LGIAN|1|1|Macalister/1945|364--66||no|yes|cdisc
LGIAN|1|1|Nash-Williams/1950|90||no|yes|cdisc
LGIAN|1|1|RCAHMW/1964|64||yes|no|cdisc
LGIAN|1|1|Rhys/1873|10||no|no|list
LGIAN|1|1|Simpson/1863|130||no|yes|minor
LGIAN|1|1|Westwood/1876|179, pl. 79, 4||no|yes|sdisc
LGLEB|1|1|Macalister/1949|70, Plate XVI||no|yes|cdisc
LGORS|1|1|Macalister/1922|202||no|no|cdisc
LGORS|1|1|Macalister/1945|323||no|yes|cdisc
LGORS|1|1|Nash-Williams/1950|76||yes|yes|cdisc
LGORS|2|1|Hubner/1876|16||no|yes|list
LGORS|2|1|Macalister/1922|201--202||no|no|cdisc
LGORS|2|1|Macalister/1949|136||no|yes|cdisc
LGORS|2|1|Nash-Williams/1950|76, Plate XVI||yes|yes|cdisc
LGORS|2|1|Westwood/1876|61, Plate XXXV, Fig.3, 4||no|yes|sdisc
LGWYR|1|1|Fox/etal/1943|205-211||yes|yes|sdisc
LGWYR|1|1|Macalister/1945|337--338||no|yes|cdisc
LGWYR|1|1|Nash-Williams/1950|100, Plate IX, Fig/ 97.||yes|yes|cdisc
LGYFL|1|1|Anon/1920|361||no|yes|cdisc
LGYFL|1|1|Macalister/1949|155, pl. L||no|yes|cdisc
LGYFL|1|1|Nash-Williams/1950|137, pl. LI, fig. 147||yes|yes|cdisc
LGYFL|1|1|RCHAMW/1973|42, pl. 5||yes|no|cdisc
LHADN|1|1|Langdon/Allen/1895|57|none|no|no|minor
LHADN|1|1|Macalister/1945|459|drawing|no|yes|sdisc
LHADN|1|1|Okasha/1993|129--132|photo/draw|no|yes|sdisc
LHADN|2|1|Okasha/1993|129--132|drawing|no|yes|sdisc
LHAML|1|1|Hubner/1876|16||no|yes|list
LHAML|1|1|Macalister/1922|206||no|no|cdisc
LHAML|1|1|Macalister/1949|137, Plate L||no|yes|cdisc
LHAML|1|1|Nash-Williams/1950|77, Plate III||yes|yes|cdisc
LHAML|1|1|Rhys/1873|9||no|no|minor
LHAML|1|1|Rhys/1905|71--72||no|no|cdisc
LHAML|1|1|Westwood/1876|68--69, Plate XXXVIII, Figs. 3, 4, 5||no|yes|cdisc
LHAML|1|2|Hubner/1876|16||no|yes|list
LHAML|1|2|Macalister/1922|206||no|no|cdisc
LHAML|1|2|Macalister/1949|137||no|yes|cdisc
LHAML|1|2|Nash-Williams/1950|77, Plate LIII||yes|yes|cdisc
LHAML|1|2|Rhys/1873|9||no|no|minor
LHAML|1|2|Rhys/1905|71--72||no|no|cdisc
LHAML|1|2|Westwood/1876|68--69, Plate XXXVIII, Figs. 3, 4, 5||no|yes|cdisc
LHANE|1|1|Power/etal/1997|169||no|no|cdisc
LHANE|2|1|Power/etal/1997|169||no|no|cdisc
LHERN|1|1|Huebner/1876|2--3||no|yes|cdisc
LHERN|1|1|Macalister/1949|178--179, plate LXII|drawing|no|yes|sdisc
LHERN|1|1|Okasha/1993|133--136|photo|yes|no|sdisc
LHERN|1|2|Huebner/1876|2--3||no|yes|cdisc
LHERN|1|2|Macalister/1949|179, plate LXII|drawing|no|yes|sdisc
LHERN|1|2|Okasha/1993|133--136|photo|yes|no|sdisc
LILTE|1|1|Anon/1901|64--65||no|yes|minor
LILTE|1|1|Anon/1913|113||no|no|minor
LILTE|1|1|Anon/1933|362||no|no|cdisc
LILTE|1|1|Jackson/1953|386, 463, 465, 645||no|no|cdisc
LILTE|1|1|Macalister/1928|289, 292--293||yes|no|cdisc
LILTE|1|1|Macalister/1949|165, Plate LII||no|yes|cdisc
LILTE|1|1|Nash-Williams/1950|138, pl. XII, fig. 149||yes|yes|cdisc
LILTE|1|1|RCHAMW/1976|38, pl. 1||yes|no|cdisc
LILTE|1|1|Westwood/1871|260||no|yes|cdisc
LILTE|1|1|Westwood/1879|7--8, pl. 2, fig 4||no|yes|cdisc
LISMR|1|1|Lionard/1961|118, fig. 8.||no|yes|other
LISMR|1|1|Macalister/1949|108, Plate XLIV||no|yes|list
LISMR|1|1|Petrie/1878|31, Fig. 42 (not 39)||no|yes|cdisc
LISMR|2|1|Macalister/1949|108||no|yes|list
LISMR|2|1|Petrie/1878|31||no|yes|cdisc
LISMR|3|1|Macalister/1949|108, pl. XLIV||no|yes|cdisc
LISMR|4|1|Macalister/1949|108, pl. XLIV||no|yes|cdisc
LISMR|5|1|Macalister/1949|108||no|yes|cdisc
LISMR|6|1|Macalister/1949|109||no|yes|cdisc
LIVET|1|1|Huebner/1876|7||no|yes|cdisc
LIVET|1|1|Macalister/1945|442|drawing|no|yes|sdisc
LIVET|1|1|Okasha/1993|138--140|photo|yes|no|sdisc
LIVET|1|1|Thomas/1994|252, 265, 294--95|drawing|no|yes|sdisc
LLLEO|1|1|Lhwyd/1910|94||no|no|other
LLLEO|1|1|Macalister/1949|138, Plate LI||no|yes|cdisc
LLLEO|1|1|Nash-Williams/1950|77, Plate XXI||yes|yes|cdisc
LLLWY|1|1|Macalister/1949|143, Plate LI|Plate LI|no|yes|cdisc
LLLWY|1|1|Nash-Williams/1950|116, Pl. XXIX, Fig. 123|Plate XXIX|yes|yes|cdisc
LLLWY|1|1|Stepney-Gulston/1908|235--236|yes|no|inc|cdisc
LLLYR|1|1|Handley/1999b|inc||no|yes|sdisc
LLLYR|1|1|Huebner/1876|43||no|yes|list
LLLYR|1|1|Macalister/1949|140, Plate LIII||no|yes|cdisc
LLLYR|1|1|Nash-Williams/1950|100, Plate XVI, Fig. 98||yes|yes|cdisc
LLLYR|1|1|Rhys/1873|5||no|no|cdisc
LLLYR|1|1|Rhys/1896|119--125||yes|yes|sdisc
LLLYR|1|1|Westwood/1863|258--259||no|yes|cdisc
LLLYR|1|1|Westwood/1876|134--135||no|yes|cdisc
LLNDG|1|1|Lhwyd/1910|96||no|no|other
LLNDG|1|1|Macalister/1945|393||no|yes|cdisc
LLNDG|1|1|Nash-Williams/1950|169||no|no|cdisc
LLNDG|2|1|Drinkwater/1893|189||no|no|minor
LLNDG|2|1|Macalister/1945|393--94||no|yes|cdisc
LLNDG|2|1|Nash-Williams/1950|169||no|yes|cdisc
LLNFR|1|1|Huebner/1876|46||no|yes|cdisc
LLNFR|1|1|Lhwyd/1910|61||no|yes|illus
LLNFR|1|1|Macalister/1945|394||no|yes|cdisc
LLNFR|1|1|Nash-Williams/1950|170||yes|yes|cdisc
LLNFR|1|1|Rhys/1873|11||no|no|list
LLNFR|1|1|Vaughan/1850|204||no|no|minor
LLNFR|1|1|Westwood/1876|163||no|yes|cdisc
LLNR1|1|1|Huebner/1876|49||no|no|cdisc
LLNR1|1|1|Macalister/1945|366||no|no|cdisc
LLNR1|1|1|Nash-Williams/1950|90||no|no|cdisc
LLNR1|1|1|Westwood/1876|183||no|no|cdisc
LLNR2|1|1|Anon/1877|329||no|no|other
LLNR2|1|1|Hubner/1876|49||no|no|list
LLNR2|1|1|Macalister/1945|366--7||no|yes|cdisc
LLNR2|1|1|Nash-Williams/1950|90||yes|yes|cdisc
LLNR2|1|1|RCAHMW/1964|82||no|no|other
LLNR2|1|1|Rhys/1905|84--5||no|no|cdisc
LLNR2|1|1|Westwood/1879|181, Plate LXXXI||no|yes|cdisc
LLNR3|1|1|Breese/1877|72||no|no|other
LLNR3|1|1|Breese/1925|386--387||no|no|cdisc
LLNR3|1|1|Hubner/1876|49||no|yes|list
LLNR3|1|1|Jackson/1953|325, 325 note 2.||no|no|cdisc
LLNR3|1|1|Macalister/1945|367--368||no|yes|cdisc
LLNR3|1|1|Nash-Williams/1938|35||yes|yes|cdisc
LLNR3|1|1|Nash-Williams/1950|90, Plate VIII||yes|yes|cdisc
LLNR3|1|1|Parry/Westwood/1847|202--203||no|yes|sdisc
LLNR3|1|1|RCAHMW/1964|82||no|no|cdisc
LLNR3|2|1|Breese/1925|386||no|no|cdisc
LLNR3|2|1|Hubner/1876|49||no|yes|list
LLNR3|2|1|Jackson/1953|183, 291, 385 note 1||no|no|other
LLNR3|2|1|Macalister/1945|367||no|yes|cdisc
LLNR3|2|1|Nash-Williams/1938|35||yes|yes|cdisc
LLNR3|2|1|Nash-Williams/1950|90, Fig 78, Plate VIII||yes|yes|cdisc
LLNR3|2|1|Parry/Westwood/1847|202--203||no|yes|cdisc
LLNR3|2|1|RCAHMW/1964|82||no|no|cdisc
LLNR3|2|1|Westwood/1879|180, Plate LXXVIII||no|yes|cdisc
LMADC|1|1|Jackson/1953|385, 407||no|no|other
LMADC|1|1|Macalister/1945|382||no|yes|cdisc
LMADC|1|1|Nash-Williams/1950|138, pl. XII, fig. 150||yes|yes|cdisc
LMADC|1|1|RCHAMW/1973|36--37, pl. 1||yes|no|cdisc
LMADC|1|1|Rhys/1873|180--182||no|no|sdisc
LMADC|1|1|Westwood/1879|49--50, pl. XXXI||no|yes|cdisc
LMNGH|1|1|Macalister/1945|221--222||no|yes|cdisc
LMNGH|1|1|McManus/1991|47, 96||no|no|cdisc
LMNGH|1|1|Ziegler/1994|219||no|no|cdisc
LNFYL|1|1|Anon/1915a|440--41||no|no|minor
LNFYL|1|1|Anon/1932|457--58||no|no|other
LNFYL|1|1|Hubner/1876|43||no|yes|list
LNFYL|1|1|Macalister/1922|214--16||no|no|cdisc
LNFYL|1|1|Macalister/1928|289||no|no|minor
LNFYL|1|1|Macalister/1945|398--99||no|yes|cdisc
LNFYL|1|1|Nash-Williams/1950|178||yes|yes|cdisc
LNFYL|1|1|Owen/1896|135--36||no|no|other
LNFYL|1|1|RCAHMW/1911|80||no|no|list
LNFYL|1|1|Rhys/1873|11||no|no|minor
LNFYL|1|1|Rhys/1874b|333--34||no|no|cdisc
LNFYL|1|1|Rhys/1905|89--92||no|no|sdisc
LNFYL|1|1|Westwood/1876|153||no|yes|cdisc
LNGAN|1|1|Macalister/1945|353--354||no|yes|cdisc
LNGAN|1|1|Nash-Williams/1950|190, Plate XIV||yes|yes|cdisc
LNRDN|1|1|RCHAMW/1973|39||no|yes|cdisc
LOHED|1|1|Forsyth/1996|377--384||yes|yes|sdisc
LONAW|1|1|Forsyth/1996|319--325||yes|yes|cdisc
LOUGH|1|1|Brash/1873|286--287||no|no|cdisc
LOUGH|1|1|Huebner/1876|28||no|yes|list
LOUGH|1|1|Jones/1869|261--262, pl. facing p. 344||no|yes|cdisc
LOUGH|1|1|Macalister/1928|298||no|no|cdisc
LOUGH|1|1|Macalister/1945|381--382||no|yes|cdisc
LOUGH|1|1|Nash-Williams/1950|146, Pl. 1||yes|no|cdisc
LOUGH|1|1|RCHAMW/1976|37, pl. 2||yes|no|cdisc
LOUGH|1|1|Rhys/1873|7--8||no|no|minor
LOUGH|1|1|Rhys/1873a|198||no|no|cdisc
LOUGH|1|1|Rhys/1895|182--183||no|no|cdisc
LOUGH|1|1|Westwood/1879|39--40, pl. XXVI, fig. 3||no|yes|cdisc
LPHIN|1|1|Forsyth/1996|393--400||yes|yes|sdisc
LSADW|1|1|Huebner/1876|53|yes|no|yes|cdisc
LSADW|1|1|Jackson/1953|670|no|no|no|other
LSADW|1|1|Jones/1847|260|yes|no|no|illus
LSADW|1|1|Macalister/1945|310|yes|no|yes|sdisc
LSADW|1|1|Miller/1979|6, 8, 11|no|no|inc|other
LSADW|1|1|Nash-Williams/1938|33-35|yes|yes||other
LSADW|1|1|Nash-Williams/1950|61-63|yes|yes||sdisc
LSADW|1|1|RCAHM/1937|cv, cix, 110||||
LSADW|1|1|Williams/1980|19|   no|no||other
LSADY|1|1|Anon/1923|iv|yes|no|inc|illus
LSADY|1|1|Harvey/1990|56-66|no|no|inc|other
LSADY|1|1|Jackson/1953|307 n. 2, 566, 645, 648|no|no|no|cdisc
LSADY|1|1|Macalister/1945|357--358|yes|no||cdisc
LSADY|1|1|Nash-Williams/1950|116--118|fig 124|no||cdisc
LSADY|1|1|Russel/1996|inc|no|no||other
LSADY|1|1|Thomas/1994|158 note 22|no|no||other
LTRIS|1|1|Huebner/1876|53|yes|no||illus
LTRIS|1|1|Macalister/1945|310--311|no|no||minor
LTRIS|1|1|Nash-Williams/1950|65|no|no||read
LTRIS|1|1|Westwood/1879|192|plate 86, fig 5|no||illus
LTRIS|1|1|Williams/1980|24|   no|no||read
LTWIT|1|1|Anon/1913|92||no|no|minor
LTWIT|1|1|Anon/1928|408||no|no|minor
LTWIT|1|1|Huebner/1876|24||no|yes|list
LTWIT|1|1|Macalister/1928|313||no|no|minor
LTWIT|1|1|Macalister/1949|156, pl. LV||no|yes|cdisc
LTWIT|1|1|Nash-Williams/1950|140, Plate XXXVII, Fig. 151||yes|yes|cdisc
LTWIT|1|1|RCHAMW/1976|49--50, pls. 10, 12||yes|no|cdisc
LTWIT|1|1|Rhys/1873|9||no|no|minor
LTWIT|1|1|Rhys/1905|29--30||no|no|cdisc
LTWIT|1|1|RomillyAllen/1889|120--124||no|no|sdisc
LTWIT|1|1|RomillyAllen/1893|328||no|yes|cdisc
LTWIT|1|1|Westwood/1879|11--12, pl. V & VI||no|yes|cdisc
LTWIT|2|1|Anon/1913|90||no|no|minor
LTWIT|2|1|Anon/1928|406||no|no|minor
LTWIT|2|1|Huebner/1876|22--23||no|yes|list
LTWIT|2|1|Macalister/1949|157, pl. LVI||no|yes|cdisc
LTWIT|2|1|Nash-Williams/1950|142, Plate XL, Fig. 155||yes|yes|cdisc
LTWIT|2|1|RCHAMW/1976|50--51, pls. 11, 12||yes|no|cdisc
LTWIT|2|1|Rhys/1873|9||no|no|minor
LTWIT|2|1|Rhys/1899|151--153||no|yes|cdisc
LTWIT|2|1|Rhys/1905|48--49||no|no|cdisc
LTWIT|2|1|RomillyAllen/1889|118--126||no|yes|sdisc
LTWIT|2|1|Westwood/1879|9--11, pls. 3--4||no|yes|cdisc
LTWIT|2|2|Anon/1913|91||no|yes|minor
LTWIT|2|2|Anon/1928|406--407||no|no|cdisc
LTWIT|2|2|Huebner/1876|22--23||no|yes|list
LTWIT|2|2|Macalister/1949|157, pl. LVI||no|yes|cdisc
LTWIT|2|2|Nash-Williams/1950|142, Plate XL, Fig. 155||yes|yes|cdisc
LTWIT|2|2|RCHAMW/1976|50--51, pls. 11, 12||yes|no|cdisc
LTWIT|2|2|Rhys/1873|9||no|no|minor
LTWIT|2|2|Rhys/1899|151--153||no|yes|cdisc
LTWIT|2|2|Rhys/1905|49||no|no|cdisc
LTWIT|2|2|RomillyAllen/1889|118--126||no|yes|sdisc
LTWIT|2|2|Westwood/1879|9--11, pls. 3--4||no|yes|cdisc
LTWIT|3|1|Anon/1913|92||no|yes|cdisc
LTWIT|3|1|Anon/1928|405--406||no|no|cdisc
LTWIT|3|1|Halliday/1900|148, fig. 14||yes|no|cdisc
LTWIT|3|1|Huebner/1876|24||no|yes|list
LTWIT|3|1|Macalister/1928|313||no|no|cdisc
LTWIT|3|1|Macalister/1949|156, pl. LVI||no|yes|cdisc
LTWIT|3|1|Nash-Williams/1950|144. pls. XLVII, fig. 156||yes|yes|cdisc
LTWIT|3|1|RCHAMW/1976|58--59, pl. 23||yes|no|cdisc
LTWIT|3|1|Rhys/1873|9||no|no|minor
LTWIT|3|1|RomillyAllen/1889|119--125||no|yes|sdisc
LTWIT|3|1|RomillyAllen/1893|329--330||no|yes|cdisc
LTWIT|3|1|Westwood/1879|13--14, pl. VII||no|yes|cdisc
LTYSL|1|1|Anon/1894|221||no|no|sdisc
LTYSL|1|1|Davies/1982|110-111||yes|no|cdisc
LTYSL|1|1|Huebner/1876|57--58||no|no|sdisc
LTYSL|1|1|Macalister/1928|304--305||no|yes|illus
LTYSL|1|1|Macalister/1949|145--149, Plate LIV||no|yes|sdisc
LTYSL|1|1|Nash-Williams/1950|123--125, Plates XXXV-XXXVI||no|yes|sdisc
LTYSL|1|1|Redknap/1991|10||yes|no|sdisc
LTYSL|1|1|Redknap/1998|404||no|no|other
LTYSL|1|1|Sayce/1909|43--48||no|no|sdisc
LTYSL|1|1|Westwood/1879|199--201, Plate LXXXVI, Fig. 2||no|yes|sdisc
LUGUL|1|1|Cuppage/etal/1986|255--56||yes|no|list
LUGUL|1|1|Macalister/1945|183--84||no|yes|cdisc
LUGUL|1|1|McManus/1991|52, 65, 91||no|no|cdisc
LUGUL|1|1|Ziegler/1994|185||no|no|cdisc
LUGUL|2|1|Cuppage/etal/1986|255||no|no|list
LUGUL|2|1|Macalister/1945|184||no|yes|cdisc
LUGUL|2|1|McManus/1991|52, 65, 91||no|no|cdisc
LUGUL|2|1|Ziegler/1994|182||no|no|cdisc
LUNDY|1|1|Okasha/1993|155--56|photo|yes|no|sdisc
LUNDY|1|1|Thomas/1969|139||no|no|cdisc
LUNDY|1|1|Thomas/1994|165--66|none|no|no|cdisc
LUNDY|2|1|Okasha/1993|158--160|photograph|yes|no|sdisc
LUNDY|2|1|Thomas/1969|139||yes|no|cdisc
LUNDY|2|1|Thomas/1994|165--66, 202, 288|drawing|no|yes|sdisc
LUNDY|3|1|Okasha/1993|161--63|photo|yes|no|sdisc
LUNDY|3|1|Thomas/1969|139||no|no|cdisc
LUNDY|3|1|Thomas/1994|163, 165--66|drawing|no|yes|sdisc
LUNDY|4|1|Okasha/1993|164--165|none|yes|no|sdisc
LUNDY|4|1|Thomas/1969|139||no|no|cdisc
LUNDY|4|1|Thomas/1994|163, 165--66, 288|drawing|no|yes|sdisc
LUSTL|1|1|Huebner/1876|11||no|yes|cdisc
LUSTL|1|1|Macalister/1945|469--70||no|yes|sdisc
LUSTL|1|1|Okasha/1993|167--69||yes|no|sdisc
LUSTL|1|1|Swanton/Pearce/1982|139--140||no|no|sdisc
LUSTL|1|1|Thomas/1994|281||no|no|cdisc
LUWCH|1|1|Huebner/1876|46||no|no|list
LUWCH|1|1|Macalister/1945|395||no|no|cdisc
LUWCH|1|1|Nash-Williams/1950|170||no|no|cdisc
LUWCH|1|1|Rhys/1873|11||no|no|cdisc
LUWCH|1|1|Rhys/1905|14||no|no|cdisc
LUWCH|1|1|Vaughan/1850|2-4||no|no|cdisc
LUWCH|1|1|Westwood/1876|168||no|no|cdisc
LVEYN|1|1|Macalister/1949|189||no|no|cdisc
LVEYN|1|1|RomillyAllen/1902|239||yes|no|cdisc
LVEYN|1|2|Macalister/1949|189||no|no|cdisc
LVEYN|1|2|RomillyAllen/1902|239||yes|no|cdisc
LVEYN|2|1|Lhwyd/1910|92||yes|yes|illus
LVEYN|2|1|Macalister/1945|475||no|no|cdisc
LVEYN|2|1|Nash-Williams/1950|221||no|no|cdisc
